SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_one year,Contract_two year,InternetService_fiber optic,InternetService_no,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
0,1,0,-1.2773751327689613,0,0,0,0,1,0,0,-0.3274566557895455,-0.9821926575141382,False,False,False,False,False,False,True
0,0,0,-1.0732408879918218,0,0,0,1,0,1,1,0.7646492567879966,-0.7756478672204119,False,False,True,False,False,False,False
1,1,0,0.8864478618687175,0,1,0,0,1,1,1,1.21649765725901,1.3690532812699931,True,False,True,False,True,False,False
0,1,0,-1.2365482838135333,0,0,1,0,1,1,0,0.13272843103702175,-0.9412506740373124,False,False,False,False,True,False,False
0,0,1,-1.2773751327689613,0,0,0,0,0,0,1,-1.4929254082959609,-0.9976453823793114,False,False,False,True,False,False,True
1,1,0,-0.6241455494821149,0,0,0,0,0,1,0,0.5495627488147096,-0.41890878116990765,False,False,True,False,False,False,False
0,0,0,-1.2365482838135333,1,0,0,1,0,0,1,-0.3524667148562068,-0.9680000260929058,False,False,False,False,False,False,True
0,0,0,-1.2773751327689613,0,0,0,0,1,0,1,0.4828692579702795,-0.9714487028868503,False,False,True,False,False,True,False
1,1,0,0.47817937231443847,0,1,0,0,0,0,1,-1.156123279531589,-0.4054235706294846,False,False,False,False,False,True,False
0,0,0,0.5190062212698664,0,0,1,1,1,1,1,1.2881931599167726,1.0926064651913197,False,False,True,False,False,False,False
0,0,0,-0.8282797942592544,1,1,0,1,1,0,1,-0.4691803238339594,-0.7387735538082385,False,False,False,False,False,False,False
0,0,0,-1.1957214348581053,0,0,0,0,0,0,1,-1.4929254082959609,-0.9794292946984777,False,False,False,True,False,True,False
0,1,1,0.274045127537299,0,0,1,1,0,0,1,0.5495627488147096,0.36725688643423376,False,False,True,False,False,False,False
0,1,0,0.7639673150024338,0,1,0,1,1,1,1,0.45452452436139695,0.7402224389382961,True,False,False,False,True,False,False
0,1,1,0.23321827858187105,0,0,0,0,0,0,1,-1.4945927455670716,-0.6767415853222923,False,True,False,True,False,False,True
0,0,0,-0.6649723984375427,1,0,0,0,1,0,1,-0.8710086061716507,-0.7128421571460807,False,False,False,False,False,True,False
1,0,0,-1.1140677369472496,0,0,1,0,1,0,1,0.6612743459791297,-0.822868211014418,False,False,True,False,False,False,True
0,1,1,-0.21587705992783585,0,1,1,0,0,1,1,-0.6392487254872561,-0.4555178117517776,True,False,False,False,True,False,False
1,1,0,-0.3383576067941195,0,0,1,1,0,0,0,-1.0260709723849504,-0.640419944473251,False,False,False,False,False,False,True
0,0,0,-0.7874529453038265,1,1,0,1,0,1,0,0.09271233653036362,-0.6342079048636463,False,False,False,False,False,False,False
0,0,0,-1.2773751327689613,0,0,0,0,0,1,0,-0.9993935760471785,-0.9911017392318274,False,False,False,False,False,False,True
0,0,0,1.2947163514229965,0,1,0,1,1,1,1,1.3548866507612027,2.0455244985436765,True,False,True,False,True,False,False
1,1,0,-1.2773751327689613,0,1,0,0,1,0,0,-0.827657837122771,-0.9888247282717233,False,False,False,False,False,True,False
1,1,1,0.35569882544815473,0,1,1,1,1,1,1,1.5649711469211574,0.9984531673361356,True,False,True,False,False,True,False
0,1,1,1.131408955601285,0,0,0,0,0,0,1,-1.4695826865004102,-0.4448401778320656,False,True,False,True,False,False,False
1,1,0,1.090582106645857,0,0,0,0,1,1,1,0.961395054779065,1.4582104191544625,False,False,True,False,False,False,False
0,0,1,0.19239142962644315,0,0,0,0,0,0,0,-1.4912580710248502,-0.6726075945500641,True,False,False,True,False,False,False
0,0,1,0.35569882544815473,0,1,0,0,1,0,1,0.7829899667702148,0.6050166230936607,False,False,True,False,False,False,False
1,1,1,1.3355432003784244,0,0,1,1,1,1,1,1.2965298462723265,1.9853937236749046,True,False,True,False,False,False,False
0,1,1,0.9681015597795732,0,0,0,0,0,0,1,-1.3528690775226577,-0.3736117378956012,True,False,False,True,False,False,True
0,1,1,-0.7466260963483985,1,1,0,0,0,1,0,0.13939778012146484,-0.5889329684918652,False,False,False,False,False,False,True
0,1,1,0.8047941639578616,0,0,0,0,0,0,0,-1.3495344029804364,-0.4180908257764722,False,True,False,True,False,False,True
0,1,0,0.39652567440358266,0,0,1,1,0,0,1,0.6962884286724559,0.6424657159714914,False,False,True,False,True,False,False
0,1,1,0.7639673150024338,0,0,0,0,0,0,1,-1.3695424502337652,-0.4688040601694732,True,False,False,True,False,False,True
0,1,0,-0.583318700526687,0,0,1,0,1,1,1,1.0314232201657167,-0.23484671074439503,False,False,True,False,True,False,False
1,0,1,-1.2773751327689613,0,0,0,0,0,0,1,0.1994219218814518,-0.9752068763161484,False,False,True,False,False,True,False
0,0,0,-1.2773751327689613,0,0,0,0,1,1,1,0.8180040494635404,-0.9670052154792681,False,False,True,False,False,True,False
0,0,0,-1.2773751327689613,0,0,0,0,0,0,1,-0.6459180745716991,-0.9864150758964673,False,False,False,False,False,True,False
0,0,0,-1.2773751327689613,0,0,0,0,0,0,0,-1.4879233964826286,-0.9975790616717356,False,False,False,True,False,False,True
0,1,0,-1.2773751327689613,0,0,0,0,0,0,1,0.3194702054014257,-0.9736151793343281,False,False,True,False,False,False,False
1,1,0,0.11073773171558736,0,0,1,0,1,1,1,1.1931549354634594,0.5132508707112077,False,False,True,False,False,True,False
0,1,1,1.458023747244708,0,1,1,1,1,1,0,-0.1573882541362491,0.8101465716257688,False,True,False,False,True,False,False
0,1,0,0.9272747108241454,0,0,0,0,0,0,0,-1.511266118278179,-0.5025391934230562,True,False,False,True,False,True,False
0,0,0,1.539677445155564,1,0,1,1,1,1,1,-0.22241440770956825,0.8566816014414911,False,True,False,False,False,False,False
0,0,0,-1.1548945859026776,0,1,0,0,0,0,1,0.3878310335169669,-0.8591014242533581,False,False,True,False,False,False,False
0,1,0,-0.2567039088832637,1,1,1,0,1,0,0,-0.572555234642826,-0.4802333287750449,True,False,False,False,False,False,False
0,0,0,-0.42001130470497533,1,1,0,0,0,0,0,-0.20073902318512854,-0.4518480659325805,False,False,False,False,False,True,False
0,1,1,-0.3383576067941195,1,0,0,1,1,1,0,0.5328893761036021,-0.15599138943670787,False,False,False,False,False,False,False
0,1,1,1.458023747244708,1,1,1,1,1,1,1,0.7946613276679898,1.704901344434104,False,True,False,False,True,False,False
0,0,0,1.5805042941109917,0,0,1,1,0,0,1,0.7129618013835634,1.722277369818977,False,True,True,False,True,False,False
0,0,0,1.6213311430664197,1,1,1,1,1,0,1,0.3361435781125332,1.3528047079139096,False,True,False,False,False,False,False
0,1,1,1.498850596200136,0,1,1,1,0,0,0,-0.19740434864290698,0.8215095195237645,True,False,False,False,False,False,False
0,0,0,1.6213311430664197,0,1,1,1,1,1,0,0.7196311504680061,1.80119901183424,False,True,False,False,False,False,False
1,0,0,0.5598330702252943,1,1,1,0,1,1,1,1.499944993347838,1.148735890703015,True,False,True,False,False,True,False
0,0,0,-1.1548945859026776,0,1,0,0,0,0,0,0.44785517527695384,-0.8606710143326533,False,False,True,False,False,True,False
1,0,0,-1.1140677369472496,0,1,0,0,1,0,1,0.6562723341657978,-0.8330594930785739,False,False,True,False,False,True,False
0,0,0,-0.7057992473929706,1,0,0,0,0,0,1,-0.310783283078438,-0.6087628600570447,False,False,False,False,False,False,True
0,1,1,0.31487197649272686,0,0,0,0,0,0,0,-1.5146007928204006,-0.6489311019454853,False,True,False,True,False,False,True
0,0,0,1.539677445155564,1,0,0,1,1,1,1,1.2998645208145476,2.198968508971671,False,True,True,False,True,False,False
0,0,0,-0.05256966410612424,0,0,0,0,0,0,0,-1.4695826865004102,-0.7045078548940487,True,False,False,True,False,False,True
0,1,0,0.5598330702252943,0,1,1,1,1,1,1,1.4632635733834014,1.1396720606676487,False,True,True,False,True,False,False
0,0,0,0.7231404660470059,1,1,1,1,1,1,0,1.6450033359344731,1.5538669863813654,True,False,True,False,True,False,False
0,0,0,-0.09339651306155214,1,1,0,0,0,1,1,0.9764010902190619,0.17819865603800683,False,False,True,False,True,False,False
0,0,0,-1.1548945859026776,0,0,0,0,0,0,1,-1.3528690775226577,-0.96830952272826,False,False,False,False,False,True,False
0,0,0,1.498850596200136,1,1,1,1,1,1,0,0.8546854694279773,1.788642291199879,False,True,False,False,False,False,True
0,1,0,1.1722358045567127,1,0,1,1,1,1,1,-0.09569677510515125,0.6641746942513199,False,True,False,False,False,False,True
0,1,1,-1.0732408879918218,1,1,0,0,0,0,0,-0.30411393399399517,-0.845063541149803,False,False,False,False,True,False,False
0,1,0,-0.29753075783869165,0,0,0,1,1,1,1,1.0230865338101631,0.02727483249789457,False,False,True,False,True,False,False
0,0,0,1.5805042941109917,0,0,0,0,0,0,0,-1.3161876575582212,-0.167376444237229,False,True,False,True,False,False,False
0,1,1,-0.7874529453038265,0,0,0,0,0,0,0,-1.5012620946515145,-0.9099694069640359,True,False,False,True,False,False,True
0,1,1,-0.991587190080966,1,1,0,1,0,1,1,0.3711576608058594,-0.7210659248854863,False,True,False,False,True,False,False
0,1,0,0.31487197649272686,1,1,1,0,0,0,1,-0.7559623344650087,-0.24769082111158489,True,False,False,False,False,True,False
0,1,0,0.31487197649272686,0,0,0,0,0,0,0,-1.531274165531508,-0.661686784702574,False,True,False,True,False,False,True
0,0,1,1.2947163514229965,0,1,0,1,1,1,1,1.138132805516805,1.7219236593785723,False,False,True,False,True,False,False
0,1,1,0.7639673150024338,1,1,1,1,1,1,0,0.6829497305035697,0.9485136745315197,False,True,False,False,True,False,False
0,0,0,1.6213311430664197,0,0,0,0,0,0,0,-1.5062641064648468,-0.37252849967186236,False,True,False,True,False,False,False
1,1,0,-0.13422336201698004,0,0,0,0,1,1,1,0.9814031020323942,0.1666809598223341,False,False,True,False,False,True,False
1,0,0,0.9681015597795732,0,1,1,0,1,1,0,1.324874579881209,1.5760844234192757,False,False,True,False,False,True,False
0,1,0,-0.991587190080966,0,0,0,0,0,1,1,0.6729457068769052,-0.7292012650147907,False,False,True,False,True,False,False
0,0,0,1.5805042941109917,1,0,0,1,0,1,0,1.0881126873834825,1.9503542831723297,True,False,True,False,True,False,False
1,1,1,-0.42001130470497533,0,0,0,0,1,0,0,0.6779477186902373,-0.1393006780301186,False,False,True,False,False,False,False
0,0,0,0.8864478618687175,1,0,0,1,1,0,0,-0.6609241100116958,0.08130410226968822,False,True,False,False,True,False,False
0,0,0,-1.2773751327689613,0,0,0,0,0,0,1,-1.51293345554929,-0.9979106652096148,False,False,False,True,False,False,False
0,1,1,-0.6649723984375427,1,1,0,1,0,1,0,0.10771837197036047,-0.5136810722957993,False,True,False,False,False,False,False
0,1,0,1.3355432003784244,0,1,0,0,0,1,1,0.8546854694279773,1.6157220996471093,False,False,True,False,False,True,False
0,1,1,1.6213311430664197,1,1,0,1,0,1,1,1.0914473619257037,2.084653716013429,False,True,True,False,True,False,False
0,0,1,-0.8691066432146822,1,0,0,1,0,0,1,-0.9660468306249635,-0.8285938987684666,True,False,False,False,False,False,True
0,0,0,1.3763700493338522,1,1,1,1,0,0,1,-0.5875612700828229,0.3981844430671057,False,True,False,False,False,False,True
0,0,0,-0.2567039088832637,0,0,1,0,1,1,1,1.183150911836795,0.14293814651017922,False,False,True,False,False,False,False
0,1,1,-0.583318700526687,0,0,0,0,0,0,0,-1.5079314437359577,-0.8552548232139587,True,False,False,True,False,False,False
0,0,0,-1.2773751327689613,0,1,0,0,1,1,1,1.1748142254812413,-0.9622743383388574,False,False,True,False,True,False,False
0,0,0,-0.17505021097240794,0,0,0,1,0,0,1,-0.33746067941621016,-0.34111459118343407,False,False,False,False,True,False,False
0,0,1,-1.1548945859026776,1,0,0,0,0,0,1,-0.5208677792383929,-0.9250684213888049,False,False,False,False,False,True,False
0,1,0,-0.9099334921701101,0,0,0,0,0,0,1,0.16940985100145808,-0.7149423128859826,False,False,True,False,False,True,False
0,1,1,1.3763700493338522,1,1,1,1,1,0,1,0.3361435781125332,1.2098393692828993,True,False,False,False,False,True,False
0,1,1,-0.29753075783869165,0,0,0,0,1,1,1,0.8463487830724236,-0.04335672107038707,True,False,True,False,False,True,False
0,0,1,-0.7466260963483985,1,1,1,1,0,1,0,0.36949032353474826,-0.540231462228665,False,True,False,False,False,False,False
0,1,1,-1.1548945859026776,0,0,0,0,0,0,0,-1.4729173610426318,-0.9787881945252443,False,False,False,True,False,False,True
0,1,1,-1.2773751327689613,0,0,0,0,0,0,1,0.1994219218814518,-0.9752068763161484,False,False,True,False,False,True,False
1,1,0,0.8047941639578616,1,0,1,0,1,1,1,1.3065338698989908,1.4553807356312263,False,False,True,False,False,True,False
0,0,0,0.7231404660470059,1,1,0,0,0,0,1,-1.0010609133182893,-0.21853181668073557,False,False,False,False,False,False,True
0,0,0,-1.2773751327689613,0,0,0,0,1,1,1,0.7779879549568823,-0.967535781139875,False,False,True,False,False,True,False
0,1,1,0.6006599191807221,0,0,0,0,0,0,0,-1.3495344029804364,-0.49351957719274037,False,True,False,True,False,False,True
0,0,0,-0.3383576067941195,0,0,1,0,1,0,1,0.7979960022102116,-0.09015703371641276,False,False,True,False,True,False,False
1,1,1,1.458023747244708,0,1,1,0,1,1,1,-0.4008194957184187,0.6099685692593242,False,True,False,False,False,True,False
1,1,0,0.15156458067101525,0,0,1,1,0,0,0,-0.3641380757539821,-0.12548386395181627,True,False,False,False,True,False,False
0,1,0,1.3355432003784244,0,0,0,0,0,0,1,-1.4879233964826286,-0.3812165123642988,False,True,False,True,True,False,False
1,0,0,0.9681015597795732,1,1,1,0,1,1,0,1.5166183660589454,1.7079078831775425,True,False,True,False,False,True,False
0,1,1,-0.7466260963483985,0,0,1,0,0,1,1,0.741306534992446,-0.4501237275356084,False,False,True,False,False,True,False
0,1,0,-0.7057992473929706,0,0,1,0,1,1,1,1.203158959090124,-0.34160094303899036,False,False,True,False,False,True,False
1,1,0,-1.1548945859026776,1,0,0,0,1,1,1,1.1531388409568013,-0.8528893846437533,False,False,True,False,False,True,False
1,1,0,1.4171968982892802,1,0,1,0,1,1,1,1.4015720943523033,2.151372347834735,True,False,True,False,True,False,False
1,1,0,0.9681015597795732,1,1,1,1,1,1,1,0.6879517423169021,1.126474239860054,False,True,False,False,False,False,False
0,1,1,-0.42001130470497533,0,1,0,0,1,1,1,0.14940180374812925,-0.34418745063444856,True,False,False,False,False,False,False
1,1,0,1.6213311430664197,0,0,0,0,0,0,1,-1.311185645744889,-0.15000041885235588,False,True,False,True,True,False,False
0,1,1,-1.2365482838135333,0,0,0,0,1,1,0,0.022684171143712246,-0.9471974308166139,False,False,False,False,False,False,True
0,1,1,-0.7057992473929706,0,1,1,1,0,1,1,0.14940180374812925,-0.5328919705902707,False,False,False,False,False,False,True
1,0,0,-1.2365482838135333,0,1,0,0,0,0,1,-0.28243854946955543,-0.9543158534297553,False,False,False,False,True,False,False
0,0,0,0.9272747108241454,0,1,1,0,0,0,1,0.5512300860858202,0.9872228608532917,False,False,True,False,False,True,False
0,1,0,-0.8282797942592544,0,0,0,0,0,0,0,-0.6375813882161454,-0.7828989312487049,False,False,False,False,False,False,False
0,1,1,-0.17505021097240794,0,0,0,0,0,1,1,0.5345567133747128,-0.021913025620861813,False,False,True,False,False,True,False
1,1,0,-0.6241455494821149,1,0,1,0,0,0,1,0.6779477186902373,-0.35955174788952077,False,False,True,False,False,False,False
0,1,1,1.5805042941109917,1,1,1,1,0,0,1,1.004745823827945,1.987051741364301,True,False,True,False,True,False,False
0,1,0,1.6213311430664197,1,0,0,0,0,0,0,0.514548666121384,1.5302126006793118,False,True,True,False,False,False,False
0,0,0,-1.2773751327689613,0,0,0,0,0,0,1,-1.5162681300915115,-0.9979548790146654,False,False,False,True,False,False,True
0,0,0,1.049755257690429,0,1,1,0,1,1,1,1.2748544617478865,1.6540333617234257,True,False,True,False,False,False,False
0,1,0,-0.09339651306155214,0,0,0,0,0,0,0,-0.5041944065272853,-0.3690577159753928,False,False,False,False,False,True,False
0,1,0,1.090582106645857,0,1,0,1,1,1,1,0.5028773052236084,1.0684436207311843,True,False,False,False,False,True,False
0,1,1,-1.2773751327689613,0,0,0,0,0,0,0,-0.6825994945361358,-0.9869014277520235,False,False,False,False,False,True,False
1,0,0,-0.011742815150696343,0,0,0,0,1,1,0,0.8646894930546417,0.2746952855608705,False,False,True,False,False,True,False
0,0,0,-0.8282797942592544,0,1,0,0,0,0,1,-0.5325391401361681,-0.7443887070496606,False,False,False,False,False,False,False
0,1,1,1.498850596200136,0,0,0,0,0,0,1,-1.3145203202871103,-0.26672486418585417,False,True,False,True,False,False,False
0,1,0,0.39652567440358266,0,0,0,0,0,0,0,-1.3261916811848857,-0.5166212903316619,False,True,False,True,False,True,False
0,1,1,-0.2567039088832637,1,1,0,0,0,0,0,0.5645687842547065,-0.09135080645277802,False,False,True,False,False,True,False
0,1,1,1.2130626535121407,1,0,1,1,0,1,0,0.212760620050338,0.9774073961320657,True,False,False,False,True,False,False
0,0,0,-0.991587190080966,0,0,0,0,0,1,1,0.7179638131968954,-0.7193636933910393,False,False,True,False,False,True,False
0,0,0,-0.991587190080966,1,0,0,0,1,0,0,0.6646090205213515,-0.7110736049440579,False,False,True,False,False,True,False
0,1,1,-0.29753075783869165,0,0,1,0,0,1,1,0.8029980140235436,0.0405610809155902,False,False,True,False,False,True,False
0,1,0,1.3355432003784244,0,1,0,0,1,0,1,0.894701563934635,1.6200771594445904,False,False,True,False,False,False,False
0,0,0,-0.29753075783869165,0,0,0,0,0,0,1,-1.4962600828381825,-0.7694579345133324,False,False,False,True,False,False,True
0,1,1,0.6006599191807221,0,1,0,0,1,0,0,0.7396391977213354,0.7696688331019741,False,False,True,False,False,True,False
0,1,1,-0.8282797942592544,0,0,0,1,0,0,0,-1.1594579540738106,-0.8435160579730331,True,False,False,False,True,False,False
1,1,0,-0.7874529453038265,0,1,1,0,1,1,1,1.0997840482812575,-0.4592980920836012,False,False,True,False,False,True,False
0,1,1,0.8047941639578616,0,0,0,0,0,0,1,-1.4729173610426318,-0.5328035429801697,True,False,False,True,True,False,False
0,0,0,-1.2773751327689613,0,0,0,0,0,0,1,-1.531274165531508,-0.998153841137393,False,False,False,True,False,False,True
0,0,0,-0.7874529453038265,0,1,1,0,0,0,1,0.647935647810244,-0.5385513376367435,False,False,True,False,False,True,False
0,1,0,0.7639673150024338,1,1,0,1,0,0,1,-0.150718905051806,0.38399181164587354,True,False,False,False,False,False,False
1,1,1,-1.1548945859026776,0,0,0,0,0,0,0,-0.6342467136739239,-0.9263064079302208,False,False,False,False,False,True,False
0,0,0,-0.9507603411255381,0,0,0,0,0,0,1,-1.5362761773448403,-0.9245378557281981,False,False,False,True,False,False,True
0,1,1,-0.21587705992783585,0,0,0,1,1,1,0,0.21942996913478063,-0.14129029925739417,False,False,False,False,False,False,False
0,1,1,-0.42001130470497533,0,0,1,0,1,0,1,0.7913266531257686,-0.1731021319912774,False,False,True,False,False,True,False
0,0,0,0.5598330702252943,1,1,0,0,0,1,1,0.956393042965733,0.8303964943389287,False,False,True,False,False,True,False
1,1,0,1.2947163514229965,1,1,1,0,0,1,0,1.0664373028590426,1.8367469110948962,True,False,True,False,False,False,False
0,1,0,1.131408955601285,0,1,1,1,1,1,1,-0.1607229286784704,0.5773166742294801,False,False,False,False,False,False,False
0,1,1,1.3355432003784244,1,1,0,0,0,1,1,0.1510691410192399,0.9649612100103307,False,True,False,False,False,False,True
0,1,0,-0.7466260963483985,0,1,1,1,1,1,0,0.5645687842547065,-0.4841020367169695,False,True,False,False,False,False,True
0,1,0,-0.7057992473929706,0,0,1,0,1,0,1,0.6429336359969116,-0.4281052526204257,False,False,True,False,False,True,False
0,1,0,-0.2567039088832637,0,1,1,1,1,1,0,0.5629014469835958,-0.08759263302347976,False,False,False,False,False,False,False
0,0,0,-0.42001130470497533,0,1,0,0,0,1,1,0.6429336359969116,-0.18614520448119484,False,False,True,False,False,False,True
0,0,1,-0.13422336201698004,0,1,1,1,0,1,0,1.1848182491079058,0.24485096715173738,True,False,True,False,True,False,False
0,1,0,1.049755257690429,0,0,1,1,1,1,1,1.2365057045123389,1.5955606045440502,False,False,True,False,True,False,False
0,1,1,0.64148676813615,0,1,1,0,0,0,1,-0.3074486085362167,0.16559772159859507,True,False,False,False,True,False,False
0,1,0,1.4171968982892802,1,0,1,1,1,1,1,1.5416284251256067,2.314587609178905,True,False,True,False,False,True,False
0,1,1,1.5805042941109917,1,1,1,1,1,1,0,1.4766022715522873,2.4344954484760444,False,True,True,False,True,False,False
0,0,0,0.6006599191807221,0,0,0,0,0,0,0,-1.4962600828381825,-0.5440338494630138,False,True,False,True,False,False,True
0,1,0,1.6213311430664197,1,1,0,1,0,0,0,-0.008995237007392123,1.1177641202650923,False,True,False,False,False,False,False
0,1,1,1.498850596200136,1,1,1,1,1,0,1,1.3365459407789841,2.192181689896409,True,False,True,False,True,False,False
1,1,0,1.3355432003784244,1,1,0,0,1,0,1,0.923046297543518,1.6322580627360213,False,True,True,False,True,False,False
0,0,0,0.11073773171558736,0,0,0,0,0,0,1,-1.5296068282603974,-0.7245146016794305,True,False,False,True,False,False,True
0,0,0,0.029084033804731558,0,1,0,0,1,1,1,1.1664775391256876,0.4615649326070942,False,False,True,False,False,True,False
1,0,0,-1.1957214348581053,0,0,1,0,1,0,1,0.7279678368235598,-0.9089082756428225,False,False,True,False,False,True,False
0,0,0,0.23321827858187105,0,0,1,1,1,0,0,0.9997438120146125,0.5875742770012117,True,False,True,False,False,False,False
